index,O,F,M
1691,0,0,1
1692,0,0,1
1693,0,0,1
1694,0,0.18,0.82
1695,0,0.98,0.02
1696,0,1,0
1697,0,1,0
1698,0,0.62,0.38
1699,0,1,0
1700,0,0,1
1701,0,1,0
1702,0,1,0
1703,0,0,1
1704,0,0,1
1705,0,1,0
1706,0,0,1
1707,0,0,1
1708,0,0,1
1709,0,1,0
1710,0,0,1
1711,0,1,0
1712,0,0.13,0.87
1713,0,1,0
1714,0,1,0
1716,0,0.21,0.79
1717,0,1,0
1718,0,0,1
1720,0,1,0
1721,0,1,0
1722,0,1,0
1723,0,0,1
1724,0,1,0
1725,0,0,1
1726,0,0,1
1727,0,0,1
1728,0,0,1
1729,0,0,1
1730,0,1,0
1731,0,1,0
1732,0,1,0
1733,0,1,0
1734,0,1,0
1735,0,0,1
1736,0,0.11,0.89
1737,0,0,1
1738,0,0,1
1739,0,0,1
1740,0,0.37,0.63
1741,0,1,0
1742,0,1,0
1743,0,1,0
1745,0,0,1
1746,0,0,1
1747,0,1,0
1748,0,0,1
1749,0,0,1
1750,0,0,1
1751,0,0,1
1752,0,0,1
1753,0,1,0
1754,0,0.01,0.99
1755,0,0,1
1756,0,0,1
1757,0,1,0
1758,0,1,0
1759,0,0,1
1760,0,1,0
1761,0,0,1
1762,0,0.98,0.02
1763,0,0,1
1764,0,1,0
1765,0,0,1
1766,0,1,0
1767,0,0.88,0.12
1768,0,0,1
1769,0,1,0
1770,0,0,1
1771,0,0,1
1772,0,1,0
1773,0,1,0
1774,0,0.01,0.99
1775,0,0,1
1776,0,1,0
1777,0,0,1
1778,0,0,1
1779,0,0,1
1780,0,0,1
1781,0,1,0
1782,0,0,1
1783,0,0,1
1784,0,0.99,0.01
1785,0,0,1
1786,0,1,0
1787,0,1,0
1788,0,1,0
1789,0,1,0
1790,0,0,1
1791,0,0,1
1792,0,0,1
1793,0,1,0
1794,0,0.07,0.93
1795,0,0,1
1796,0,0,1
1797,0,0.9,0.1
1798,0,0,1
1799,0,1,0
1801,0,0,1
1802,0,1,0
1803,0,1,0
1804,0,0,1
1805,0,1,0
1806,0,0,1
1807,0,0,1
1808,0,1,0
1809,0,1,0
1810,0,0,1
1811,0,1,0
1812,0,0.01,0.99
1813,0,1,0
1814,0,0,1
1815,0,0,1
1816,0,0,1
1817,0,1,0
1818,0,0,1
1819,0,0,1
1820,0,0.99,0.01
1822,0,1,0
1823,0,1,0
1824,0,0,1
1825,0,1,0
1826,0,1,0
1827,0,0,1
1828,0,0,1
1829,0,0,1
1830,0,0,1
1831,0,0,1
1832,0,0,1
1833,0,0.09,0.91
1834,0,0.56,0.44
1835,0,1,0
1837,0,1,0
1838,0,1,0
1839,0,0,1
1840,0,1,0
1841,0,0.95,0.05
1843,0,1,0
1844,0,1,0
1845,0,1,0
1846,0,1,0
1847,0,1,0
1848,0,1,0
1849,0,1,0
1850,0,0.01,0.99
1851,0,0,1
1852,0,0.76,0.24
1853,0,0,1
1854,0,0,1
1855,0,1,0
1856,0,0,1
1857,0,1,0
1858,0,1,0
1859,0,0,1
1860,0,1,0
1861,0,1,0
1862,0,0,1
1863,0,1,0
1864,0,1,0
1865,0,1,0
1866,0,0,1
1867,0,1,0
1869,0,1,0
1870,0,1,0
1871,0,1,0
1872,0,1,0
1873,0,1,0
1874,0,0.64,0.36
1875,0,0,1
1876,0,0.78,0.22
1878,0,0,1
1879,0,1,0
1880,0,0.61,0.39
1881,0,0.4,0.6
1882,0,0,1
1883,0,0.57,0.43
1884,0,1,0
1885,0,0,1
1886,0,0,1
1887,0,1,0
1888,0,0,1
1889,0,0.04,0.96
1890,0,1,0
1891,0,0,1
1892,0,0.82,0.18
1893,0,1,0
1894,0,0,1
1895,0,1,0
1896,0,1,0
1897,0,0,1
1898,0,0,1
1899,0,1,0
1900,0,0,1
1901,0,0,1
1902,0,1,0
1903,0,1,0
1904,0,1,0
1905,0,1,0
1906,0,1,0
1907,0,1,0
1908,0,1,0
1909,0,0,1
1911,0,1,0
1912,0,0.02,0.98
1913,0,1,0
1914,0,0,1
1916,0,0,1
1917,0,1,0
1918,0,0.67,0.33
1919,0,1,0
1920,0,1,0
1922,0,0,1
1923,0,0,1
1924,0,1,0
1925,0,0,1
1926,0,1,0
1927,0,1,0
1928,0,1,0
1929,0,0,1
1930,0,0,1
1931,0,1,0
1932,0,0,1
1933,0,0.12,0.88
1934,0,0,1
1935,0,1,0
1936,0,1,0
1937,0,1,0
1938,0,0,1
1939,0,0,1
1940,0,1,0
1941,0,0,1
1942,0,0,1
1943,0,1,0
1944,0,0.02,0.98
1945,0,0,1
1946,0,1,0
1947,1,0,0
1948,0,1,0
1949,0,1,0
1950,0,0,1
1951,0,0,1
1952,0,1,0
1953,0,0,1
1954,0,0.99,0.01
1955,0,0,1
1956,0,0.01,0.99
1957,0,1,0
1958,0,1,0
1960,0,1,0
1961,0,1,0
1962,0,1,0
1963,0,1,0
1964,0,1,0
1965,0,1,0
1966,0,0,1
1967,0,0.02,0.98
1968,0,1,0
1969,0,1,0
1970,0,0,1
1971,0,1,0
1972,0,0,1
1973,0,1,0
1974,0,0,1
1975,0,1,0
1976,0,1,0
1977,0,0,1
1978,0,0,1
1979,0,1,0
1980,0,1,0
1983,0,0,1
1984,0,1,0
1985,0,1,0
1986,0,0,1
1987,0,0.51,0.49
1988,0,1,0
1989,0,0.02,0.98
1990,0,0,1
1991,0,1,0
1992,0,1,0
1993,0,0.05,0.95
1994,0,0,1
1995,0,0,1
1996,0,0.84,0.16
1997,0,0,1
1998,0,1,0
1999,0,0.64,0.36
2000,0,0,1
2001,0,1,0
2002,0,1,0
2003,0,0,1
2005,0,0,1
2006,0,0,1
2008,0,0,1
2009,0,0,1
2010,0,1,0
2011,0,0.53,0.47
2012,0,0,1
2014,0,0,1
2015,0,1,0
2016,0,1,0
2017,0,0,1
2018,0,0,1
2019,0,1,0
2020,0,0,1
2021,0,0,1
2022,0,1,0
2023,0,1,0
2024,0,1,0
2025,0,0,1
2026,0,0,1
2027,0,0,1
2028,0,0,1
2029,0,0,1
2030,0,0,1
2031,0,0.92,0.08
2032,0,0,1
2033,0,0,1
2034,0,1,0
2035,0,1,0
2036,0,0,1
2037,0,0,1
2038,0,0,1
2039,0,0,1
2040,0,1,0
2041,0,0.01,0.99
2042,0,0,1
2043,0,1,0
2044,0,0,1
2045,0,1,0
2046,0,1,0
2047,0,0,1
2048,0,0,1
2049,0,0,1
2050,0,1,0
2051,0,1,0
2052,0,0,1
2053,0,0.99,0.01
2054,0,1,0
2055,0,1,0
2056,0,1,0
2057,0,0.19,0.81
2058,0,1,0
2059,0,1,0
2060,0,1,0
2061,0,1,0
2062,0,0,1
2063,0,0,1
2064,0,0,1
2065,0,0,1
2066,0,1,0
2067,0,1,0
2068,0,0.92,0.08
2069,0,1,0
2070,0,0,1
2071,0,0,1
2072,0,0,1
2073,0,0,1
2074,0,0,1
2075,0,1,0
2076,0,1,0
2077,0,0,1
2078,0,1,0
2079,0,0,1
2080,0,0.96,0.04
2081,0,0.13,0.87
2082,0,1,0
2083,0,1,0
2084,0,0,1
2085,0,0,1
2086,0,1,0
2087,0,1,0
2088,0,0,1
2089,0,1,0
2090,0,0,1
2091,0,0,1
2092,0,1,0
2093,0,0,1
2094,0,0,1
2095,0,0,1
2096,0,1,0
2098,0,0.65,0.35
2099,0,1,0
2100,0,1,0
2101,0,0,1
2102,0,0,1
2103,0,0,1
2104,0,1,0
2105,0,1,0
2106,0,1,0
2107,0,1,0
2108,0,0,1
2109,0,0,1
2110,0,1,0
2111,0,0.91,0.09
2112,0,1,0
2113,0,0,1
2114,0,0.02,0.98
2115,0,1,0
2116,1,0,0
2117,0,1,0
2118,0,0,1
2119,0,1,0
2120,0,0,1
2121,0,1,0
2122,0,1,0
2123,0,0,1
2124,0,0,1
2125,0,1,0
2126,0,1,0
2127,0,1,0
2128,0,1,0
2129,0,1,0
2130,0,1,0
2131,0,0,1
2132,0,0,1
2133,1,0,0
2134,0,1,0
2135,0,1,0
2136,0,0,1
2137,0,0,1
2138,0,1,0
2139,0,0,1
2140,0,1,0
2141,0,1,0
2142,0,1,0
2143,0,0.24,0.76
2144,0,1,0
2145,0,1,0
2146,0,0.3,0.7
2147,0,1,0
2148,0,0.02,0.98
2149,0,1,0
2150,0,1,0
2151,0,1,0
2153,0,0,1
2154,0,0.92,0.08
2155,0,1,0
2156,0,0,1
2157,0,1,0
2159,0,0,1
2160,0,1,0
2161,0,0,1
2162,0,1,0
2163,0,1,0
2164,0,1,0
2165,0,0.74,0.26
2166,0,0,1
2167,0,0,1
2168,0,1,0
2169,0,1,0
2170,0,1,0
2171,0,1,0
2172,0,0,1
2173,1,0,0
2174,0,1,0
2175,0,1,0
2176,0,0,1
2177,0,1,0
2178,0,1,0
2179,0,1,0
2180,0,0.36,0.64
2181,0,1,0
2182,0,0,1
2183,0,0,1
2184,0,0,1
2185,0,0,1
2186,0,1,0
2187,0,0.12,0.88
2188,0,1,0
2189,0,0,1
2190,0,1,0
2191,0,0,1
2192,0,1,0
2193,0,0,1
2194,0,0,1
2195,0,1,0
2196,0,0,1
2197,0,0,1
2198,0,0,1
2199,0,1,0
2201,0,1,0
2202,0,1,0
2203,0,0.21,0.79
2204,0,0,1
2205,0,1,0
2206,0,0,1
2207,0,1,0
2208,0,1,0
2209,0,1,0
2210,0,1,0
2211,0,1,0
2212,0,1,0
2214,0,0,1
2215,0,1,0
2216,0,0,1
2217,0,1,0
2219,0,0,1
2220,0,0.31,0.69
2221,0,1,0
2223,0,0.2,0.8
2224,0,1,0
2226,0,0,1
2227,0,0,1
2228,0,1,0
2229,0,1,0
2230,0,1,0
2231,0,0.05,0.95
2232,0,1,0
2233,0,0,1
2234,0,1,0
2235,0.84,0.01,0.15
2236,0,1,0
2237,0,0,1
2238,0,0,1
2239,0,1,0
2240,0,1,0
2241,0,0,1
2242,0,1,0
2243,0,1,0
2244,0,1,0
2245,0,1,0
2246,0,0,1
2247,0,1,0
2248,0,1,0
2249,0,1,0
2250,0,0,1
2251,0,1,0
2252,0,0,1
2253,0,0,1
2254,0,0,1
2255,0,1,0
2256,0,1,0
2257,0,1,0
2258,0,0,1
2259,0,1,0
2260,0,1,0
2261,0,1,0
2262,0,0.02,0.98
2263,0,0,1
2264,0,1,0
2265,0,0,1
2266,0,1,0
2267,0,0,1
2268,0,1,0
2269,0,1,0
2270,0,0,1
2271,0,0,1
2272,0,1,0
2273,0,1,0
2274,0,0,1
2275,0,0,1
2277,0,1,0
2278,0,1,0
2279,0,0,1
2280,0,1,0
2281,0,0,1
2282,0,1,0
2283,0,1,0
2284,0,0,1
2285,1,0,0
2286,0,1,0
2287,0,0.87,0.13
2288,0,0,1
2289,0,0,1
2290,0,1,0
2291,0,0.59,0.41
2292,0,1,0
2293,0,0,1
2294,0,0,1
2295,0,0,1
2296,0,0,1
2297,0,1,0
2298,0,0,1
2299,0,0,1
2300,0,1,0
2301,0,0,1
2302,0,0,1
2303,0,0,1
2304,0,1,0
2305,0,1,0
2306,0,1,0
2307,0,0,1
2308,0,1,0
2309,0,0,1
2310,0,0,1
2311,0,0,1
2312,0,0.95,0.05
2313,0,1,0
2314,0,0,1
2315,0,0,1
2316,0,1,0
2317,0,1,0
2318,0,0,1
2319,0,0.87,0.13
2320,0,1,0
2321,0,0,1
2322,0,0,1
2323,0,1,0
2324,0,1,0
2325,0,0,1
2326,0,0,1
2327,0,1,0
2328,0,0,1
2329,0,1,0
2330,0,0,1
2331,0,0,1
2332,0,0.04,0.96
2333,0,1,0
2334,0,0,1
2335,0,1,0
2337,0,1,0
2338,0,1,0
2339,0,1,0
2340,0,1,0
2341,0,1,0
2342,0,0,1
2343,0,0,1
2344,0,0,1
2347,0,1,0
2348,0,1,0
2349,0,0,1
2350,0,1,0
2351,0,0.86,0.14
2352,0,1,0
2353,0,1,0
2355,0,1,0
2356,0,0,1
2357,0,1,0
2358,0,0,1
2359,0,0,1
2360,0,0,1
2361,0,1,0
2362,0,0,1
2363,0,1,0
2364,0,0,1
2365,0,0.99,0.01
2366,0,0.47,0.53
2367,1,0,0
2368,0,0.01,0.99
2369,0,0,1
2370,1,0,0
2371,0,1,0
2372,0,0,1
2373,0,1,0
2374,0,0,1
2375,0,1,0
2376,0,0,1
2378,0,0,1
2379,0,1,0
2380,0,0.12,0.88
2382,0,0,1
2383,0,0,1
2384,0,1,0
2385,1,0,0
2386,0,1,0
2387,0,1,0
2388,0,1,0
2389,0,0,1
2392,0,1,0
2393,0,1,0
2394,0,1,0
2395,0,1,0
2396,0,1,0
2397,0,1,0
2398,0,1,0
2399,0,0,1
2400,0,1,0
2401,0,1,0
2402,0,0,1
2403,0,1,0
2404,0,0,1
2405,0,1,0
2406,0,0.97,0.03
2407,0,0.01,0.99
2408,0,0,1
2409,1,0,0
2410,0,1,0
2411,0,0,1
2412,0,0,1
2413,0,0,1
2414,0,1,0
2415,0,1,0
2416,0,1,0
2417,0,0,1
2418,0,0,1
2419,0,1,0
2420,0,0,1
2421,0,1,0
2422,0,1,0
2423,0,1,0
2424,0,1,0
2426,0,1,0
2427,0,1,0
2428,0,0,1
2429,0,1,0
2430,0,1,0
2431,0,1,0
2432,0,0,1
2433,0,1,0
2434,0,1,0
2435,0,1,0
2436,0,1,0
2437,0,1,0
2438,0,1,0
2439,0,0,1
2440,0,0,1
2441,0,1,0
2442,0,0.08,0.92
2443,0,1,0
2444,0,1,0
2445,0,1,0
2446,0,1,0
2447,0,1,0
2448,0,1,0
2449,0,1,0
2450,0,1,0
2451,1,0,0
2453,0,1,0
2454,0,0,1
2455,1,0,0
2456,0.07,0,0.93
2457,0,1,0
2458,0,1,0
2459,0,1,0
2460,0,1,0
2462,0,0,1
2463,0,0,1
2464,0,0,1
2465,0,0,1
2466,0,1,0
2467,0,1,0
2468,0,0.05,0.95
2469,0,1,0
2470,0,1,0
2471,1,0,0
2473,0,1,0
2474,0,1,0
2475,0,1,0
2476,0,1,0
2477,0,0,1
2478,1,0,0
2479,0,1,0
2480,0,0,1
2481,0,0.82,0.18
2482,0,1,0
2483,0,1,0
2484,0,0,1
2485,0,1,0
2486,0,0,1
2487,0,1,0
2488,0,0,1
2489,0,0.96,0.04
2490,0.01,0,0.99
2491,0,0,1
2492,0,1,0
2493,0,0,1
2494,0,1,0
2495,0,0,1
2496,0,1,0
2497,0,0,1
2498,0,0,1
2499,0,1,0
2500,0,0,1
2501,0,1,0
2502,0,1,0
2503,0,1,0
2504,0,0,1
2505,1,0,0
2506,0,0,1
2507,1,0,0
2510,0,0.99,0.01
2511,0,1,0
2512,0,0.04,0.96
2513,0,0.01,0.99
2514,0,1,0
2515,0,0,1
2516,0,1,0
2517,0,1,0
2518,0,1,0
2519,0,1,0
2520,0,0.55,0.45
2521,0,1,0
2522,0,1,0
